Review,Kategori
kenapa tidak bisa di update? Udah bisa di update... benar benar saya merasa kecewa saya sudah dapat limit Rp 925000 tpi tidak bisa digunakan untuk belanja di Tokopedia . metode pembayaran belanja gopaylater cicilan tidak muncul.😡😡😡 padahal saya pengguna aktif..!!!,Kualitas Teknis & Aplikasi
Aplikasi yang sangat membantu dan pelayanan yg memuaskan,Kualitas Teknis & Aplikasi
"gojek ngasih semacam raport tentang kita selama 2018. mmm.. nilai gw agak2 jelek. bisa dibilang cuma sekali aja ga ngasih uang tip pas pesen makan gara2 harga di struk dgn di aplikasi bedanya lumayan. eh, gw dibilang 34 kali ga pernah ngasih uang tip. emang disebut uang tip itu minimal harus berapa nominalnya?? apa klo ongkir 9k kita harus kasih tips 10k jadi total 19k. klo ngasih tip di bawah 10k itu ga dermawan? gitu?? wah ga nyangka gw udah sering ngelebihin dibilang pelit. matre juga lu.",Kualitas Teknis & Aplikasi
"go jek bukan hanya aplikasi pemesanan antar jemput saja tetapi didalamnya memuat banyak fiture seperti go food, go mart, go healty, lengkap deh pokoknya. dan transaksinya pun begitu mudah.",Kualitas Teknis & Aplikasi
"Saya buat laporan dpt tiket 74638185 ttg pesanan gofood yg ga lengkap itemnya yg kurang 1ltr kola+5nasi dpt penggantian 10rb aja saya ga mau terima saya cm minta yg kurang aja diantar,saya reopened ticket tp tanpa balasan apapun langsung aja di resolved berkali2 spt itu stlh di reopened komen bnyk2 ga dbls hanya langsung di resolved dianggap selesai. Apa begitu pelayanannya ya? Buruk sekali",Respons Pengembang & CS
Bagi kami kaum tunanetra Aplikasi ini sangat membantu sekali baik untuk bepergian dan lain-lainnya tetapi tolong lebih diperbarui lagi supaya lebih akses buat kaum tunanetra Tolong jangan terlalu banyak tombol yang tidak berlabel nya usahakan itu harus dibaca dengan pembaca layar seperti TalkBack ataupun voice over dan semacamnya yang mendukung aplikasi pembaca layar terima kasih pelajari lebih lanjut dipilih-dipilih 3 bintang 45 bintang di pilih bagi kami untuk aplikasi ini sangat membantu seka,Kualitas Teknis & Aplikasi
"Mengesalkan. Ini untuk kesekian kalinya saya kecewa dgn aplikasi ini. Saya jarang pakai Gojek. Mungkin beberapa kali dalam sebulan. Masalahnya, hampir setiap mau menggunakan aplikasi ini selalu minta update. Biasanya kalau sdh lewat satu bulan pasti minta update. Celakanya, tidak ada pilihan utk update later. Padahal kita sedang buru-buru atau memori lagi tdk mencukupi. Jadinya ya nyaris mubazir. Mau dipakai malah tidak bisa. Sebaiknya ada pilihan utk updatr atau tunda. Tidak semua fitur baru diperlukan oleh pengguna. Harap diperhatikan oleh pengambil keputusan dan tim yg terlibat. Terima kasih.",Kualitas Teknis & Aplikasi
"gofood makin lama harganya makin tdk wajar, yang pesan gofood bukan orang2 kaya tp orang yang butuh pertolongan utk beli makanan, kalau orang kaya bisa langsung makan di resto yang mahal. Harga di gofood 2x harga resto, ditambah ongkir yg selangit. Lebih baik klo tdk mendesak ga usah pesan di gofood, jangan memperkaya owner gojek.",Ketepatan Waktu & Efisiensi
Kepada gojek padang tolong. PM kan saja driver2 yang selalu ol tapi tidak nampak oleh sistem .. dari pada tidak masuk orderan sama sekali kasihan dia terus online tapi orderan yang masuk untuk org tertentu saja.. tolong ada apa sebenar nya mohon di bantu tim developer,Interaksi & Pelayanan Driver
Pesanan sangat lama sampai sejak ada mode hemat.. dan driver nya banyak sekali minta tip tambahan karena mereka di bayar 5000. Saya sangat tidak nyaman karena ulah driver anda tiap kali memaksa minta tip tambahan. Lebih baik saya pindah ke aplikasi lain. Dan semoga costumer kalian pada kabur,Interaksi & Pelayanan Driver
"sangat membantu para penumpang, tp tolong khusus nya wilayah Rangkas Bitung banyak titik wilayah yang tidak terdapat jaringan. sehingga tidak bisa menampilkan harga. jd tidak dapat order. sekalipun order. kasian Driver nya Rugi.",Interaksi & Pelayanan Driver
"Sudah pernah pakai gopaylater tapi saat selesai pembayaran tagihan muncul naikan limit, namun tidak bisa di proses dan gopaylaternya terkunci sampi tahun depan, gak bisa di pake lagi limit yang lamaa, payahh",Kualitas Teknis & Aplikasi
"Aneh gojek ini, paylater ku dinaikin limitnya tapi pembayaran via paylater diblokir, terus buat apa fungsinya limit dinaikan? komplain katanya bisa karena keterlambatan pembayaran, padahal saya tidak ada tagihan dan infonya ada tindakan / kegiatan yg tidak wajar lhaahh kegiatan tidak wajar apa saya, gunain paylater juga cuma buat urgent aja pas ada hal² yg tidak terduga, infonya lagi akun belum memenuhi kredit analisis tp kok malah dinaikin limit kan aneh dan gunain gojek itu udah lama lhooo",Kualitas Teknis & Aplikasi
Mohon agar aplikasinya lebih diperbaiki lagi. Saya mesan gojek driver tidak ada yg pick up. Terpaksa cancel beberapa kali dan cari alternatif lain. Tetapi setelah beberapa lama banyak telp dr driver yg mau jemput padahal saya telah keluar dr aplikasi.,Interaksi & Pelayanan Driver
"punya saya kok halaman gojek nya ngezoom sihh , dan gocatsnya jg nge zoom",Ketepatan Waktu & Efisiensi
"kami mohon kepada aplikasi ini segera buka blokir dari dasar apa kalian melakukan, transaksi kami masih hal wajar saja tolong cek kembali sistem ya, Sudah 3x kami di blokir padahal kami bayar tetap waktu tdk melewati tgl 1 loh kenapa dengan aplikasi gojek dan kenapa complen tapi ga pernah respon cepat dan menunggu bulan berikutnya jika memang kami tidak boleh menggunakan aplikasi ini lagi ada kenaikan limit seharusnya lebih baik donk dengan sistem baik juga jgn asal blokir lihat histori kami.",Kualitas Teknis & Aplikasi
Kecewa sama Go-Jek sekarang kenapa Go-Jek sameday bisa terima lebih dari 1 orderan tapi setelah orderan kita diterima dibatalkan dengan waktu lumayan lama.. akhirnya pesanan saya tidak dapat driver seharian.. dan percuma saya pakai jasa sameday kalau barang saya tidak bisa sampai sehari.dikarenakan setiap dapat driver selalu muncul notif sedang mengantar pesanan sebelumnya dan setelah menunggu order kita malah dibatalkan..,Interaksi & Pelayanan Driver
"Saya kira kalau saya pengguna aktif, 1.Cuma pakai gojek, tdk ada aplikasi kompetitor serupa. 2. Aktif pakai paylaternya kadang s.d 500rb/bln dan bayar sesuai waktu. Eh ga taunya paylaternya ga bisa dipakai lagi, dgn alasan ""Ada pemakaian yang tidak biasa"", sdh email tapi ga di jelasin detailnya. Msh bnyak aplikasi serupa yang bisa di coba.",Kualitas Teknis & Aplikasi
"Aplikasinya bagus layanannya juga cepat namun kadang sering keluar sendiri dn kalo mau daftar lagi aga susah dan lama 1 lagi,ruangan nya terlalu besar hp kentang kaya saya ga kuat mnampungnya Padahal apk ini berguna banget",Kualitas Teknis & Aplikasi
"Setiap pesanan saya selalu mengecewakan, bayar 1x pesan bisa capai 50rb lebih, tapi makanan tidak sesuai harga. Tolong dong pesanan harus ada pembatalan kalo seandainya ada bahan yang ga komplit / menu yang di pesan sudah habis, ini udh ke pesan harga mahal malah ga bisa di cencel lagi..",Interaksi & Pelayanan Driver
"Untuk up date app saat ini cukup nyaman, kalaw bisa yg di go send juga ada menu chat nya, biar ga boros pulsa driver nya kasihan suka tlp klw nyasar, n d chat bisa kirim gbr lokasi kirim/ jemputan, makin oke menurut sy...",Interaksi & Pelayanan Driver
"gak sengaja kebeli orderan karena layar hp yang rusak suka ketekan sendiri, sudah coba batalkan sampai laporan juga lelet banget pelayanannya.. bilangnya mau dihubungi segera, ditunggu gak ada balasan sama sekali.",Interaksi & Pelayanan Driver
Sebenarnya aplikasi nya bagus Hanya saja beberapa hari ini aplikasinya bikin emosi Tiba2 driver cancel padahal titiknya sudah pas dan gk ada ngechat dulu baru ngecancel Dan bukan hanya sekali. Juga...login ke aplikasi gk bisa sama sekali bahkan sudah di uninstall tetap juga gk bisa login. Ngikutin arahan dari emain curstomergojek pun sama saja gk bisa2. Gimana dong?,Interaksi & Pelayanan Driver
"aplikasi ga jelas, nunggu udah sejam lebih ga bisa bisa, buruk, tidak bagus, aplikasi error' tapi tetep maksa buat ga dibatalin, ga liat jarak juga driver dimana, lokasi dimana, ga reccomended deh, map juga ga jelas, titik jemput juga ga ada, udah kapok pake aplikasi ini, kalo kaya gini jadinya merugikan customernya sama drivernya, ini jadinya saya nunggu 1 jam lebih, aduuh gimana sih, beneran non recommended banget",Interaksi & Pelayanan Driver
"GOFOOD tidak profesional, sudah nunggu lama sekali, tidak mendapat driver. Dan di batalkan sepihak oleh gofood. Harusnya tidak usah kasih promo ( kasihan yg pesan dan juga kasihan drivernya ). Jangan malah buat alasan sepertinya yg pesan salah, kenapa pilih yg hemat ( terus dibatalkan otomatis setelah menunggu hampir 2 jam ) !!!!",Interaksi & Pelayanan Driver
"beuh makin jelek aja, sinyal harus bagus terus, turun 1 bar langsung leg, susah buat mastiin klo lagi order, turunin lah beban pemakaian sinyal nya, ga semua tempat atau wifi bagus terus sinyal nya!!",Kualitas Teknis & Aplikasi
"Aplikasi bagus, namun dalam segi keamanan sangat buruk,,, coba aja setiap kali login sehabis Back dari aplikasi menggunakan Pin mungkin bisa terjamin Akun dan Saldo di dalamnya... Sidik jari dan Pin hanya berlaku aktif ketika Akun di Logout, kalau akunnya tidak logout otomatis masih bisa login kedalamnya... Bayangkan kalo HP di curi?",Kualitas Teknis & Aplikasi
promo ga jelasss tiba2 ilanggg pdahal baru aja mau dipake . tambahkan pesanan ilang promo nyaaa apk stresss bagusan pake shope atau grabb,Kualitas Teknis & Aplikasi
"Tolong dong sistemnya dirubah, susah bener masuk kemenunya, harus bolak balik diulang beberapa kali. Harganya juga banyak biaya lain-lain, voucher diskon juga otomatis gak bisa milih. Tolong diperbaiki, saya pengguna gojek setia dari awal tapi skrg sudah merasa gak nyaman",Kualitas Teknis & Aplikasi
"Beberapa minggu ke belakang aplikasinya sering 'tidak menanggapi', force closed, ngelag. Padahal sudah diupdate ke versi terbaru. Sinyal internet juga sangat bagus stabil, semua aplikasi lancar kecuali aplikasi GOJEK. Error terus.",Kualitas Teknis & Aplikasi
"gak bisa pesan go food dengan alasan harus aktifkan lokasi, padahal semua udh aktif dan dengan mode tinggi tapi tetap gk bisa digunakan terus2an. udh hubungin lewat email , ikutin langkah2nya juga tetap aja gk bisa pesan. sempat kelaparan",Respons Pengembang & CS
Cari driver susah & lama sekali. Pesan makanan sudah telat lebih dari 1 jam tapi tidak bisa dibatalkan padahal belum dapat driver dan estimasi waktu tidak berubah sejak awal pesan.,Interaksi & Pelayanan Driver
"Dear Gojek yang saya yakin para programmernya memiliki ilmu yang sangat tinggi mengenai manajemen sistem, mohon perbaiki ALAMAT FAVORIT, coba kembalikan fungsinya seperti semula, yaitu mempermudah memilih tujuan. Aplikasinya sudah saya update beberapa kali, tapi tetap saja tidak diperbaiki, yang harusnya tinggal klik alamat untuk memilih tujuan dan titik jemput, sekarang malah cuma menampilkan informasi alamat, dan paling menjengkelkan lagi, kita harus memilih alamat lewat peta. Tolong PERBAIKI",Kualitas Teknis & Aplikasi
"Nice app membantu sekali dalam berbisnis, dan ya gitu saja.. apknya cukup bagus dan baik, buruan coba, gak coba?nyesel, aku ad pantun nih 2+2=4 gopay Indonesia semakin kedepan",Kualitas Teknis & Aplikasi
terbaik dan mudah digunakan..,Respons Pengembang & CS
"Disaat lagi kelaparan mau pesan gofood kok malah aplikasi bermasalah, malah direkomendasikan aplikasi yg satunya,, apa karena memang aplikasi yg 1 itu lebih bagus memang ya, udah ordernya lama,, malah minta di cancel sama driver karena katanya aplikasi error,, tolonglah masalah yg bgini diperhatikan. Membuat kecewa pelanggan setia.",Interaksi & Pelayanan Driver
Sekarang sering error' knp ya.. ?? Apalagi kalo pas order food .. sering Doble order .. padahal di aplikasi customer cuma ada 1 driver .. knp di aplikasi driver ada 2 .. kan saya jadi rugi lah bayar 2 pesanan .. tolong di perbaiki sistem gobiz super nya ..,Interaksi & Pelayanan Driver
"sy melakukan penutupan outlet lama sekali proses nya hingga 1 bulan lebih lamanya, pelayanan buruk sekali sudah lebih dri 4x tlfn bilangnya di teruskan ke bagian terkait terus namun tidak di proses2 penutupan outlet sy,, tolong perbaiki pelayanannya agar lebih cepat tidak lelet !!!",Ketepatan Waktu & Efisiensi
"Update mau kasih *3.5 untuk gofood. Ga bisa, kalau kasih 4 ke enakan karena banyak menunya kan jadi ga valid, menurut saya paling worth it ya gofood nya, jadi yaudah dah bantu *3 aja. *khusus gofoodnya kalau lagi promo gw kasih*5 karena ga ada yang bisa ngalahin gojek murahnya, tapi kalau promonya dikit paling worth 1-5 toko doang sisanya ampas jadi ga bisa juga dikatan *5 karena promonya ga rutin 😔, menu lainya skip dlu deh 😁",Kualitas Teknis & Aplikasi
"Saya pengguna baru Go-Jek , dan ingin memesan makanan lewat sini , tapi ketika masuk ke menu makanan yang dipilih selalu terjadi loading yang amat sangat lambat , bahkan sampai 30 menit ditunggu masih stuck . Alhasil kesan pertama saya langsung sangat buruk . Auto uninstall . Sangat amat buruk 👎🏻. Baru pengguna baru aja udah dapet pelayanan begini . Disuruh nunggu loh lagi laper . Sampe 30 menit loading stuck , bahkan kalo ditunggu kayaknya bisa sampe Berjam jam . Padahal koneksi lancar jaya",Kualitas Teknis & Aplikasi
"Tidak bisa masuk akun padahal punya akun, dan selalu keluar notic masalah jaringan padahal wifi kenceng, paket data banyak, selalu berulang gk bisa masuk akun, dan sebelumnya malah gopaynya gk bisa di pake dengan notic tidak ada jaringan padahal paket datanya nyala dan masih banyak. Parah sih!",Harga & Promosi
"driver di sini pada sombong, kadang ga ngerespon, tiba² minta cancle karna kejauhan, harus nya dari awal aja jangan di terima atau konfirmasi di awal, ini sering di diemin sampe 5+ menit,.. lebih baik aplikasi sbelah, diver nya fast respon, kemanapun di angkut, kalau gojek aku udah sering ngasih tip juga tetep aja selalu kecewa",Interaksi & Pelayanan Driver
"baru pertama kali kecewa sama aplikasi ini.. pesan grabmart tapi kata merchatnya ndk ada masuk order nya, mau batalin tp ndk bisa, udah tanya di pusat bantuan tp slow respon banget, kasihan sm ojolnya harus nunggu lama kepastiannya, akhirnya aku suruh ojolnya selesaikan aja, entah apa dana ovo aku bisa kembali atau tidak.. pada pihak aplikasi grab mohon perbaiki lagi dong layanannya, jangan smpai trjadi hal kayak gini lagi, soalnya ngerugiin orang, kalau bisa fast respon klo ada masalah kyk gini",Interaksi & Pelayanan Driver
"provider gak jelas !!, kenapa ga bisa koperatif jadi perusahaan, bikin kecewa pelanggan,, mau order dua minuman dan jarak ga terlalu jauh, tapi harus nunggu 1 jam lebih .,, makanya kalo potongan buat driver tuh jangan besar², jadi ga ada driver yg mau ambil !!.. kalo orang mau jahat pasti udah di acak² tuh system !!",Interaksi & Pelayanan Driver
"pesen gocar, driver tidak menjemput, tapi di aplikasi di jalan kan. saldo saya terpotong dan ga kembali. berkali 2 chat CS ga si kasih kesempatan buat ngomong, tau2 laporan di tutup. di chat lagi begitu lagi. KECEWA BANGET",Interaksi & Pelayanan Driver
"Aplikasi sering forced close, padahal signal full, pake WiFi ataupun data tetap tidak bisa, sudah hapus bbrpa aplikasi, bersihkan cache, sampai install ulang ttp selalu forced close bagaimana mau order ini.",Kualitas Teknis & Aplikasi
"saya pengguna gojek, cuman mau bilang aja, seharusnya makin kesini makin di tingkatkan, akhir akhir ini gojek sangat kacau, order nya dapet driver lama dan jauh bgt, kasihan driver nya dong dan sy menunggu juga smkin lama, di aplikasi PDA waktu mencari driver kan ada yg Deket bnyk, kenapa di kasihnya yg jauh bgt, tolong di perbaiki ya",Interaksi & Pelayanan Driver
HADIRkan kembali fitur CANCEL sebelum diaccept restonya. kalau begini tidak sengaja kepencet tombol ordernya dan tidak bisa diCANCEL jadi mau tidak mau harus menerima orderan. untung tadi punya uang cash buat bayar. PARAH,Interaksi & Pelayanan Driver
"otw hapus instalasi,, lama lama bikin tambah gak nyaman aja kalo pesen dikasih yang jauh jauh pdhalat liat d petanya banyak yg lebih Deket , drivernya juga jadi minta batal batalin trs akhirnya jdi nunggu lama susah dapat nya jdi males lagi pake aplikasi ini",Interaksi & Pelayanan Driver
"Gak ngerti lg dg ni apk, jelas² ada penggunaan&transaksi tapi dibilang sudah lama tidak menggunakan aplikasi.. Anehnya setelah dilakukan pembayaran sesuai jadwal, eee besoknya pas bener setelah berganti tanggal&bulan malah paylater di blokir dengan alasan sdh lama tidak ada penggunaan aplikasi, lucu sangat kan dg ni Gojek..",Kualitas Teknis & Aplikasi
"kalau gak terlalu perlu jgn download, karena sekali no hp/ atau email lupa terus ganti hp, udah gak bisa lagi masuk, seperti saya padahal udah masuk kode dari no hp, ih malah di minta lagi kode dari email, sedang emailnya udah gak ada lagi, akhirnya uang di gojik ya gak bisa lagi di ambil, jadi kan rugi",Kualitas Teknis & Aplikasi
"Estimasi pencarian driver-nya terlalu lama, bahkan sampai 45 menit saat pesan go food, dan pesanan tidak bisa dibatalkan. Padahal dalam waktu tsb, customer bisa saja memilih beli makanan sendiri. Kalau SOP nya seperti ini, pihak customer yang dirugikan.",Interaksi & Pelayanan Driver
"Awalnya saya suka & nyaman dengan fitur responsif, cepat dan modern. Tapi hmm, untuk fitur Gopinjam situ yang menawarkan limit, ya saya pinjam tapi mon maap bgttt karena faktor telat sampe sehari terror nya ya ampunn kek buronan aku 😭 .. TIM DC nya ngeriii ternyata.",Kualitas Teknis & Aplikasi
makin kesini makin nyebelin. drivernya kalo ga mau ambil kabarin lah. ini udah nunggu lama baru bilang cari driver lain. ga sekali dua kali. maksud hati ga langsung cancel takut takut udah jalan tapi di mapsnya ga responsif. beda banget sama aplikasi sebelah,Interaksi & Pelayanan Driver
sangat sulit mencari driver dengan mode goride hemat. better hilangkan saja pilihan goride hemat. sangat buang waktu dari pada gak bisa digunakan sama sekali. padahal customer pasti punya pembanding harga dengan memilih gojek dibanding ojek online lain. bukannya meningkatkan pelayanan kayanya makin bobrok. padahal dari segi nama saja gojek sudah tekenal. tapi masih kalah sama ojek online lain yang tingkat pengguna nya belum terlalu tinggi berapa pun tarifnya pasti di pick up. sayang sekali,Interaksi & Pelayanan Driver
"gojek tolong lah , pesen goride hemat lama bnget , tolong diperbaiki sistem nya padahal udah bnyak keluhan , tapi masih aja kayak gitu , kalau terus seperti ini lama kelamaan customer bakal pindah aplikasi",Kualitas Teknis & Aplikasi
Kurang rekomendasi untuk gofood nya driver nya sering tidak ada saya tunggu 1 jam lebih kelaparan ujung ujung nya dicancel alhasil saya yang ke resto nya mending bisa dicancel daripada begini tidak akan pernah saya gunakan lagi ini gofood,Interaksi & Pelayanan Driver
"kendala login harus verifikasi wajah, kok error terus sampe di tengah lapangan panas terik, masih gagal juga hadeh, ribet amat, padahal dulu gak ribet kek gini loginnya, pas beda hape udah di ribetin verifikasi wajah, hadeh...",Kualitas Teknis & Aplikasi
"aplikasi makin lama makin berat aneh, butuh 2 menit lebih untuk load aplikasi hingga ke UI pesan driver, bahkan load gambar autocad btuh waktu 50% lebih cepat aneh aneh",Interaksi & Pelayanan Driver
"kecewa sama gojek sekarang, lama bgt dapet driver, driver banyak yg ga jalan di maps, udh nunggu 10 menit lebih, dichat ga bales, dibatalin nunggunya lama bgt. edit: Saya di Jakarta Selatan kok, di apk juga terlihat banyak driver",Interaksi & Pelayanan Driver
"apaan waktu gk berjalan minimal ada detail kelambatan kek atau gimana, udah 3 kali ini ngalamin, maaf bukan bermaksud menyalahkan driver cuman apknya seharusnya ada lah kayak update kendala apa gituuuu, gua pesan jam berapa baru dapet driver juga jam berapa, aneh juga sih gitu loh....., kalo sekiranya gk ada driver yaaa maximal yaaaa kasih 15 menit aja lah buat cancel pesanan, kasigan drivernya kalau ke acc tapi waktunya mepet",Interaksi & Pelayanan Driver
"Banyak banget jenis pengiriman, kalau gak pilih yang express kadang batal pesanannya. Padahal udah nunggu 1 jam, gak semua konsumen mau pakai yang express tapi kalau gak pakai yang express kadang pesanan dibatalkan secara sepihak atau sampainya lama banget.",Interaksi & Pelayanan Driver
tolong aplikasi chat dll report ada kolom penjelasan. oknum driver membiarkan saya menunggu hampir 50 menit tanpa pemberitahuan atau chat balasan. ketika mengajukan chat dg gojek balasan tidak bisa diketik. hanya pilihan jawaban yg bukan menjadi keluhan. tolong diperbaiki. terimakasih,Interaksi & Pelayanan Driver
"Kelakuan Drivernya jelek-jelek, gofood pinggir jalan dan sudah dikenai biaya parkir masih minta ke Customer. Ketika sampai dan sudah dikasih uang parkir mukanya jadi kesel gitu?? gak hanya 1-2x saya pesen, tapi ini sudah lebih 10x selalu minta parkir. Kita masih kasian kalo ngasih bintang 1 ke Driver, tapi kelakuannya kayak gak bersyukur.",Interaksi & Pelayanan Driver
"Login cuma bisa pake' no hp, pernah baru beli kartu baru, didaftarin gojek, eh udah ada akun yg terdaftar dg nomer yg sama + ada emailnya, mau diganti namanya musti nunggu dulu 30 jam, hadehh..",Ketepatan Waktu & Efisiensi
"Tolong diperbaiki masalah jaringannya min, saya mau cek saldo gopaynya sering tidak muncul muncul padahal jaringannya bagus bagus tpi tidak bisa untuk mengecek riwayat pembayaran, tolong diperbaiki lagi ya🙏",Kualitas Teknis & Aplikasi
"aneh sih liat komen komen yang komplain dsini.. kok kalimatnya kek mengarah buat cari celah agar costumer yang buat orderan fiktif makin merajalela aja ya? sorry, alasannya kek kurang masuk akal aja sih kebanyakan alasannya kebanyakan seperti.. ""gmn caranya biar apk makin mempermudah untuk cancel order bagi costumer"" aja ya.. yg komplain gitu kek bau bau dari driver apk sebelah wkwk",Interaksi & Pelayanan Driver
Aplikasi rusak! Topup gopay ternyata akun sudah tidak bisa di gunakan! Seharusnya setelah topup itu kalo ga bisa di gunakan lgi gagal prosesnya ini malh tetap masuk gopay saya ke apk sampai ga bisa di pake!!! Ga guna rugi!,Kualitas Teknis & Aplikasi
"makin lama seenaknya aja udah ngambil pesanan nya jauh di tambah untuk pengantaran juga lumayan kasihan kalo kaya gitu driver nya ongkir nya ga sesuai dan ga masuk akal, kebanyakan driver ga mau ambil yang kaya gitu makannya kebanyakan cancel kalo orderan kaya gitu",Interaksi & Pelayanan Driver
"Aplikasi kalian banyak yg bangke drivernya. Gue sengaja pake apk ini meski lebih mahal daripada apk lain, pikir gue kirain driver di sini punya adab dikit lah, eh malah lebih parah. Ya mending pake aplikasi lain aja yg jelas lebih murah.",Interaksi & Pelayanan Driver
"Emang apa susahnya sih bikin pencarian driver tuh yg terdekat? depan gue ada driver dan dia nyalain goride tp gak masuk ke dia malah ke yang jauh banget. Padahal gue pake reguler bukan HEMAT! Akhirnya gue cancel yg jauh, terus offline aja sm yg dekat. Argonya gue kasih dua kali lipat. UBAH SISTEM LO, MERUGIKAN DRIVER DAN CUSTOMER! Makin lama makin bobrok aja deh heraannn!",Interaksi & Pelayanan Driver
aplikasi buruk kalau ada masalah sama driver tidak di temukan atau apa apa itu konfirmasi secepatnya ini nggak nunggu ber jam jam tiba tiba di batalin atau ada masalah lain masalahnya bukan sekali dua kali begini tolong lebih di perhatikan lagi kenyamanan pembeli,Interaksi & Pelayanan Driver
"Aplikasi paling buruk yg pernah ada, order goride hemat dapat driver sangat jauh dari titik penjemputan..!!! sulit dapat order banyak waktu terbuang",Interaksi & Pelayanan Driver
"aplikasi nya sudah sangat bagus, terus ringan juga dan lebih cepat dapat driver nya. saran untuk gojek, untuk bagian chat dgn driver harap diperbaiki lagi karena chat dr driver sering tidak terbaca oleh customer.",Interaksi & Pelayanan Driver
"kasih promo dan ongkir hemat ke konsumen tapi dananya ngambil dari mangkas ongkir mitranya dengan tidak wajar , seperti jarak pengataran konsumen k tujuan 5km tapi driver dibayar 9rb padahal jarak driver ke lokasi penjemputan penumpang 2 smpai 4km gimna ga tekor bensin.",Interaksi & Pelayanan Driver
"Sering kendala di input alamat, sudah dipilih alamat A malah di sistemnya pindah dengan sendirinya ke alamat B. Sangat merepotkan saya sehingga merasa berdosa terhadap driver, sudah cek sebelum klik namun sistemnya tetap saja secara otomatis berpindah alamat.",Interaksi & Pelayanan Driver
Lemot buka aplikasi gojek padahal dirumah pake wifi ... Pas wifi nya saya ganti dengan data baru kebuka aplikasinya ... Pake wifi malah muter2 doang padahal wifi saya 20mbps dan pake buat lainnya lancar dan bagu stabil...tpi pas buka gojek loading trus...itu knp ya ?,Kualitas Teknis & Aplikasi
"maaf kalo saya pindah keaplikasi sebelah,karena kalo pesan goride selalu dapat driver yg jauh,padahal saya butuh cepet tolong diperbaiki lagi daripada pelanggan yg lain juga pada pindah",Interaksi & Pelayanan Driver
"gojek tolong dong perbaiki susah sekali dibuka aplikasi nya saya mau bayaran hari ini nanti kalo ga bisa dibuka terus aplikasi ny yang kena denda saya tolong la dibenarkan, internet sudah bagus kalo mau buka aplikasi kendala katanya internet padahal saya buka aplikasi lain lancar² aja",Kualitas Teknis & Aplikasi
"saya pesan gofood tetapi tidak lengkap. mengajukan komplain chat driver tidak ada tanggapan, saya chat CS gojek tapi juga tidak ada kompensasi padahal memang barangnya kurang. sudah difotokan tetapi mengecewakan tidak ada pengembalian dana. Padahal saya pengguna gojek sudah lama dan selalu berlangganan gojek plus",Interaksi & Pelayanan Driver
"Akun saya belum ketutup permanen juga. Daftar bikin akun 3 menit, buat nutupnya berhari hari katanya mau ditangani oleh team terkait faktanya sampai sekarang tidak jelas.",Respons Pengembang & CS
"gojek sekarang knp ya, sya dari klinik mau pulang cari driver gak dapet2. dapat pun driver di chat tidak jawab dan di map tidak bergerak sya tlpn juga tidak diangkat ada yg dapat tapi posisi nya jauhh. sya nunggu 50menitan tidak dapat driver dan akhirnya di jemput.",Interaksi & Pelayanan Driver
"Tidak bisa merubah pesanan, padahal cma selang beberapa detik karna salah pencet, setidak nya kasih waktu 3 menit utk merubah pesanan sebelum di proses, Saya juga pernah order bnyak, tpi driver tidak teliti check pesanan, sehingga pesanan kurang, waktu pengantaran driver juga langsung pergi tdk cek dulu apakah pesanan sudah sesuai, mau tlpn driver juga tidak bisa karna driver langsung menyelesaikan pesanan dan tidak membalas pesan, complen ke cs juga tidak membantu,",Interaksi & Pelayanan Driver
"sekarang pake GO-JEK udah ga enak pesen goride hemat drivernya selalu jauh dan jarang mau ambil kadang drivernya diam saja, pesen goride biasa sama juga sekalinya dapet jauh lagi kenapa ya gojek dapat drivernya jauh mulu, nyobain aplikasi grab dapat drivernya yang deket deket beda dengan GOJEK jadi males pake gojek sekarang apa lagi pas hujan dan jam sibuk dapatnya yg jauh banget padahal di sekitar banyak driver",Interaksi & Pelayanan Driver
"kecewa nya hanya soal pinjaman saja,,, th kemarin dapat pinjaman itupun tanpa telat secuil / sedikitpun tidak pernah. lah kog sampai sekarang tidak dapat pinjaman lagi di Go.Pinjam nya..",Kualitas Teknis & Aplikasi
"makin lemot aplikasinya,udah gitu setiap proses pencaharian pendingnya lama,sekalinya cepet jauh banget kadang di cancel terus karena pake hemat",Interaksi & Pelayanan Driver
"Beberapa kali aplikasinya jelek sekali, dapet driver jarak jauh, posisi driver gak kelacak bener, nunggu 20 menit driver tidak bergerak. Kalau emang driver pada ogah ambil goride hemat yaudah hapus aja fiturnya.",Interaksi & Pelayanan Driver
"sudah lama GK ada armada pembukaan loss menunggu dengan semggat gak taunya GK ada tindakan. dari apk yg loss pembukaan gampang, yg bakal menguasai pasaran. sering pake tapi GK bisa ikut serta di mitranya",Kualitas Teknis & Aplikasi
"Aku kagum banget dengan aplikasi online yang bisa ngapain aja! kayak mau pesen makanan bisa, berpergian, pesan barang, dan masih banyak lagi dehh... kayak wahh patut bintang 5",Kualitas Teknis & Aplikasi
"padahal udah lama pakai aplikasi ini , tapi semakin lama cari driver nya bahkan sampe set jam ga dapet driver , ongkos juga lebih mahal , ga rekomendasi lagi untuk yg biasa pakai setiap hari",Interaksi & Pelayanan Driver
